ID;Título;Resumen;Contenido;Periódico;Categoría;Región;URL;Fecha Extracción;Cantidad Imágenes
1548;Largas colas en Barajas por la huelga de trabajadores del control de seguridad;La Vanguardia Barcelona 14/09/2025 12:29 Actualizado a 14/09/2025 16:26 El aeropuerto Adolfo Suárez Madrid-Barajas atraviesa una jornada de fuerte tensión debido a la huelga convocada por un grupo de ...;La Vanguardia Barcelona 14/09/2025 12:29 Actualizado a 14/09/2025 16:26 El aeropuerto Adolfo Suárez Madrid-Barajas atraviesa una jornada de fuerte tensión debido a la huelga convocada por un grupo de vigilantes de seguridad de Trablisa, empresa concesionaria encargada de los controles. El paro ha generado largas colas, esperas de hasta 90 minutos y malestar entre los pasajeros, obligando a Aena a extremar las recomendaciones para llegar con antelación. A primera hora de la tarde, el gestor aerop...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/local/madrid/20250914/11058098/huelga-personal-seguridad-provoca-largas-colas-barajas.html;2025-09-14T12:33:20.273051;1
1547;Arcén, de Borja Navarro;14/09/2025 05:00 Los libros de relatos no tienen una publicación fácil en España. Todo el interés en narrativa parece centrarse en la novela. Sin embargo, algunas editoriales, como en este caso dosman...;14/09/2025 05:00 Los libros de relatos no tienen una publicación fácil en España. Todo el interés en narrativa parece centrarse en la novela. Sin embargo, algunas editoriales, como en este caso dosmanos, se arriesgan con ellos y aciertan plenamente al publicarlos. Creo que, para empezar, era de justicia hacer este reconocimiento al editor de un libro como este, que está firmado por un autor joven y que destaca por su calidad. No había leído nada de Borja Navarro y fue la recomendación de Óscar B...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/local/valencia/20250914/11052557/arcen-borja-navarro.html;2025-09-14T12:33:20.267941;0
1546;Óscar Domínguez, el lirismo salvaje;GUILLERMO BUSUTIL 14/09/2025 06:00 El minotauro de Tacoronte. Imperial y melancólico en el laberinto del surrealismo que fue su reino, su lenguaje, su lienzo. El hábitat onírico de la pintura indómita...;GUILLERMO BUSUTIL 14/09/2025 06:00 El minotauro de Tacoronte. Imperial y melancólico en el laberinto del surrealismo que fue su reino, su lenguaje, su lienzo. El hábitat onírico de la pintura indómita de Óscar Domínguez con raíces canarias y en la vanguardia parisina, rica en la polisemia desafiante de sus símbolos: el drago, el Teide, los abrelatas, el piano, el deseo, las armas de fuego, la sangre. Su militancia poética en Los Cantos de Maldoror del Conde deLautréamont –su libro de cabecera pl...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/cultura/culturas/20250914/11029857/oscar-dominguez-lirismo-salvaje.html;2025-09-14T12:33:20.262792;1
1545;Película 'Un soplo en el corazón';Club Vanguardia 10/09/2025 08:42 'Un soplo en el corazón'Sinopsis Dijon, 1954. Laurent, de 15 años, vive con su padre, sus dos hermanos y su madre, Clara. Su existencia es la propia de una familia bur...;Club Vanguardia 10/09/2025 08:42 'Un soplo en el corazón'Sinopsis Dijon, 1954. Laurent, de 15 años, vive con su padre, sus dos hermanos y su madre, Clara. Su existencia es la propia de una familia burguesa, una vida sin demasiados sobresaltos, hasta que un día al chico se le diagnostica un soplo en el corazón. Laurent y Clara viajan a Morvan en busca de una cura y allí su relación se hace más afectuosa e íntima. Información Título original: 'Le souffle au coeur'​Duración: 115 min.Año: 1971País: ...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/suscriptores/20250910/11045011/pelicula-soplo-corazon.html;2025-09-14T12:33:20.257821;0
1544;El fin del viejo coloso de hielo: el iceberg A23a se derrite;AFP 14/09/2025 06:00 Un iceberg gigante que se desprendió de la Antártida hace 39 años, en su momento el más grande del mundo, se está derritiendo en aguas que se han vuelto más cálidas. A principios ...;AFP 14/09/2025 06:00 Un iceberg gigante que se desprendió de la Antártida hace 39 años, en su momento el más grande del mundo, se está derritiendo en aguas que se han vuelto más cálidas. A principios de año, este coloso de hielo bautizado como A23a pesaba cerca de 1 billón de toneladas y cubría casi 4000 km², es decir, un 50% más que la superficie de Luxemburgo. Pero al derivar hacia el norte, hacia regiones menos frías del océano Austral, ha visto como se desprendían grandes trozos. El iceberg ...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/natural/20250914/11057140/aguas-mas-calidas-derriten-coloso-hielo-a23a-iceberg.html;2025-09-14T12:33:20.252781;1
1543;La Paz cuenta con el mejor servicio de Endocrinología de España, según la revista 'Newsweek';AGENCIAS 14/09/2025 15:03 Actualizado a 14/09/2025 15:14 El servicio de Endocrinología del hospital de La Paz es el número uno de España, según el ránking mundial de especialidades y tecnología sanita...;AGENCIAS 14/09/2025 15:03 Actualizado a 14/09/2025 15:14 El servicio de Endocrinología del hospital de La Paz es el número uno de España, según el ránking mundial de especialidades y tecnología sanitaria que incluye Inteligencia Artificial y que elabora la revista Newsweek con la participación de miles de profesionales internacionales del sector. Según ha informado este domingo la Comunidad de Madrid, los hospitales públicos de la Comunidad de Madrid suben en el ránking mundial de especialidades...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/politica/20250914/11058405/paz-cuenta-mejor-servicio-endocrinologia-espana-revista-newsweek-agenciaslv20250914.html;2025-09-14T12:33:20.247663;1
1542;Las golondrinas nacidas en un foco de luz;Isaura Marcos Girona 14/09/2025 04:00 * La autora forma parte de la comunidad de lectores de La Vanguardia En esta galería fotográfica en el FotoFlash de Las Fotos de los Lectores de La Vanguardia pod...;Isaura Marcos Girona 14/09/2025 04:00 * La autora forma parte de la comunidad de lectores de La Vanguardia En esta galería fotográfica en el FotoFlash de Las Fotos de los Lectores de La Vanguardia podemos ver cómo nacieron unas crías de golondrina en un nido en un foco de luz y cómo ya se han hecho mayores, saliendo adelante sin problemas. El reportaje está realizado con varios meses de diferencia en el jardín de las clarisas de Vilobí d'Onyar, donde se puede ver en detalle el nido de las golond...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/participacion/las-fotos-de-los-lectores/20250914/11046757/golondrinas-nacidas-foco-luz.html;2025-09-14T12:33:20.242402;1
1541;Qué tiene esto que ver contigo y conmigo: la generación que acabó con la mili;Ramón Álvarez Barcelona 13/09/2025 00:05 El pacto del Majestic que acabaría dando el Gobierno al Partido Popular en 1996 no sólo consiguió que José María Aznar hablase catalán en la intimidad, sino ac...;Ramón Álvarez Barcelona 13/09/2025 00:05 El pacto del Majestic que acabaría dando el Gobierno al Partido Popular en 1996 no sólo consiguió que José María Aznar hablase catalán en la intimidad, sino acabar con una institución secular: el servicio militar obligatorio, la popular –o más bien impopular– mili. Aunque más que un peaje político, la medida, que se hizo efectiva en el 2001, era la consecuencia del colapso al que había llegado el sistema tras la movilización de toda una generación que las...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/historiayvida/historia-contemporanea/20250913/11055447/que-esto-ver-contigo-generacion-acabo-mili.html;2025-09-14T12:33:20.237020;1
1540;Mueren dos personas en una salida de vía en O Pino;Agencias A Coruña 14/09/2025 18:14 Dos personas perdieron la vida tras salirse de la vía y colisionar contra la mediana en la A-54, a su paso por el municipio coruñés de O Pino en sentido Arzúa. Según...;Agencias A Coruña 14/09/2025 18:14 Dos personas perdieron la vida tras salirse de la vía y colisionar contra la mediana en la A-54, a su paso por el municipio coruñés de O Pino en sentido Arzúa. Según ha informado el 112 Galicia, el suceso se produjo minutos después de las 14.30 horas de este domingo y fueron varios particulares los que dieron la voz de alarma. En el operativo participaron los profesionales de Urxencias Sanitarias de Galicia-061, Bomberos de Arzúa, Guarda Civil de Tráfico y los ...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/local/galicia/20250914/11058749/mueren-dos-personas-salida-pino.html;2025-09-14T12:33:20.216566;1
1539;Temporada de otoño: Vox gana color, el PSOE se estira, arrugas Tellado;Enric Juliana Madrid 14/09/2025 06:00 Actualizado a 14/09/2025 10:38 Después de las cenizas de agosto, llegan los matices otoñales. Las tendencias de la nueva temporada empiezan a ser visibles. Encues...;Enric Juliana Madrid 14/09/2025 06:00 Actualizado a 14/09/2025 10:38 Después de las cenizas de agosto, llegan los matices otoñales. Las tendencias de la nueva temporada empiezan a ser visibles. Encuestas y olfato. Ya somos mayores y algo hemos aprendido en los últimos veinte años de política española a alta presión. Vox, la extrema derecha española, gana fuerza en sintonía con la demanda de orden que recorre Occidente ante un mundo ilegible. Hay sed de orden. Vox empieza a acariciar el 20%, cota...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/politica/20250914/11057450/temporada-otono-vox-gana-color-psoe-estira-arrugas-tellado.html;2025-09-14T12:33:20.211508;1
1538;¿Amnistía a Le Pen?;14/09/2025 00:05 Aunque Francia ya tiene nuevo primer ministro, Sébastien Lecornu, no significa que se haya alejado del foco informativo. Cada día son varias las noticias que nos llegan del país vecin...;14/09/2025 00:05 Aunque Francia ya tiene nuevo primer ministro, Sébastien Lecornu, no significa que se haya alejado del foco informativo. Cada día son varias las noticias que nos llegan del país vecino y (casi) siempre protagonizadas por los mismos nombres. El que fue ministro de De­fensa del Elíseo, su antecesorFrançois Bayrou y el presidente Emmanuel Macron han sido las grandes estrellas de la semana, que, una vez más, ha contado con otro nombre habitual: el de Marine Le Pen. La líder del ultr...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/opinion/20250914/11057415/amnistia-le-pen.html;2025-09-14T12:33:20.206325;0
1537;Año del avestruz;14/09/2025 00:30 “Pero entonces, ¿las elecciones generales no son el año que viene? Pues ¡que les den con sus tonterías!”. Así se queja un buen amigo, esforzado profesional liberal y autónomo, que no ...;14/09/2025 00:30 “Pero entonces, ¿las elecciones generales no son el año que viene? Pues ¡que les den con sus tonterías!”. Así se queja un buen amigo, esforzado profesional liberal y autónomo, que no lleva la agenda política al día y al que el ambiente de alto voltaje, insultos y violencia de la política española había llamado a engaño. No, no hay elecciones de forma inminente en el calendario, salvo un adelanto que, sin ser descartable, de momento solo es un sueño húmedo. Dani Duch Pero es la e...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/opinion/20250914/11056863/ano-avestruz.html;2025-09-14T12:33:20.201131;0
1536;Jakob Ingebrigtsen: “Ha sido terrible, peor de lo que me imaginaba”;Sergio Heredia | Tokio Enviado especial 14/09/2025 04:16 Actualizado a 14/09/2025 09:00 Y tras los tiempos del 1.500 africano, se revuelve el 1.500 europeo, qué cosas se viven en Tokio. Hay ajetreo po...;Sergio Heredia | Tokio Enviado especial 14/09/2025 04:16 Actualizado a 14/09/2025 09:00 Y tras los tiempos del 1.500 africano, se revuelve el 1.500 europeo, qué cosas se viven en Tokio. Hay ajetreo por doquier, se conjugan los episodios que se viven en las calles con los del sintético. En los bulevares, cinco maratonianas africanas aceleran para dar caza a Susanna Sullivan, la impetuosa estadounidense que se ha atrevido a cruzar el kilómetro 20 con un minuto de margen sobre todas ellas y que lue...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/deportes/otros-deportes/20250914/11057674/tokio-ingebrigtsen-laros-ben-maraton-1500-oriach-saez.html;2025-09-14T12:33:20.190706;1
1535;Película 'Walkabout';Club Vanguardia 10/09/2025 08:53 'Walkabout'Sinopsis Dos jóvenes hermanos británicos vagan por el desierto australiano, abandonados a su suerte, tras haberse suicidado su padre. Perdidos en el vasto p...;Club Vanguardia 10/09/2025 08:53 'Walkabout'Sinopsis Dos jóvenes hermanos británicos vagan por el desierto australiano, abandonados a su suerte, tras haberse suicidado su padre. Perdidos en el vasto paisaje, se encuentran con un niño aborigen que lleva a cabo un rito de iniciación en la madurez que le obliga a pasar meses enteros viviendo de la tierra. Información Título original: 'Walkabout'​Duración: 100 min.Año: 1971País: Reino Unido y Australia.Géneros: AventurasCalificación: +18Dirección: N...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/suscriptores/20250910/11045040/pelicula-walkabout.html;2025-09-14T12:33:20.185451;0
1534;Un asunto muy duro;14/09/2025 00:30 Tal vez el tema que voy a tratar no sea precisamente el más oportuno para encontrarme de nuevo con ustedes, queridos lectores y queridas lectoras, tras las vacaciones de un agosto tan...;14/09/2025 00:30 Tal vez el tema que voy a tratar no sea precisamente el más oportuno para encontrarme de nuevo con ustedes, queridos lectores y queridas lectoras, tras las vacaciones de un agosto tan cruel. Mis disculpas por adelantado y el aviso de que voy a ocuparme de un asunto duro. A lo mejor ustedes estarán pensando en la posibilidad de que me refiera al hecho duro, durísimo, de que el dictador chino y el dictador ruso hayan encontrado la manera de seguir viviendo y, mucho peor, gobernand...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/opinion/20250914/11056859/asunto-duro.html;2025-09-14T12:33:20.180120;0
1533;Luces de Cádiz;14/09/2025 06:00 Visité Cádiz por primera vez a principios de julio invitado por la Uca con el propósito de que impartiera una charla junto a David Carabén dedicada al F.C.Barcelona y las herencias fa...;"14/09/2025 06:00 Visité Cádiz por primera vez a principios de julio invitado por la Uca con el propósito de que impartiera una charla junto a David Carabén dedicada al F.C.Barcelona y las herencias familiares. David es un erudito, yo un simple aficionado, y la charla, agradable, me sirvió para conocer una ciudad que hay que visitar, por lo menos, una vez en la vida para sentirse un privilegiado. La luz es blanca como la de Lisboa, otra ciudad que amo; su calidez es crujiente como la fritura con ...";La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/comer/opinion/20250914/11043366/luces-cadiz.html;2025-09-14T12:33:20.174861;0
1532;Regresa a Catalunya 'La Madona de Portlligat', el cuadro de Dalí que Pujol renunció a comprar por culpa de una riada;Josep Playà Maset Figueres 14/09/2025 06:00 Actualizado a 14/09/2025 16:16 El Teatro-Museo Dalí, de Figueres, expondrá durante cinco meses La Madona de Portlligat, una de las obras icónicas del pintor...;Josep Playà Maset Figueres 14/09/2025 06:00 Actualizado a 14/09/2025 16:16 El Teatro-Museo Dalí, de Figueres, expondrá durante cinco meses La Madona de Portlligat, una de las obras icónicas del pintor ampurdanés, gracias a un préstamo del Museo Fukuoka de Japón. Se hace realidad, setenta años después de su venta, el deseo de Dalí de que esta obra pudiera volver a su país, aunque sea temporalmente. El 17 de septiembre de 1982, el diario Los Sitios, de Girona, anunciaba en portada que “una de las ...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/cultura/20250914/11057152/dali-perdio-catalunya.html;2025-09-14T12:33:20.169320;1
1531;Por qué ‘Downton Abbey’ explica tan bien el mundo actual… pese al destino de sus niños;Javier Dale 11/09/2025 05:55 Actualizado a 11/09/2025 11:43 De las muchas escenas icónicas de Downton Abbey [spoilers], una de las más reveladoras es cuando, por primera vez, los habitantes de la casa...;Javier Dale 11/09/2025 05:55 Actualizado a 11/09/2025 11:43 De las muchas escenas icónicas de Downton Abbey [spoilers], una de las más reveladoras es cuando, por primera vez, los habitantes de la casa escuchan la radio. En concreto, un discurso del rey Jorge V. Boquiabiertos como ante un truco de magia, la anciana condesa Grantham, de repente, asume la realidad: están escuchando al rey, y cuando el rey habla, nadie puede estar sentado. Con dificultad, la condesa se levanta. El encanto se rompe y...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/historiayvida/historia-contemporanea/20250911/11039631/downton-abbey-explica-mundo-actual-pese-destino-ninos.html;2025-09-14T12:33:20.163611;1
1530;Este es el producto con el que mi rostro no echa de menos el verano y siempre luce un bronceado natural (funciona);Mayka J. de Aranoa 14/09/2025 15:55 Siempre me ha pasado lo mismo, llega septiembre, se acaban los días de playa y con ellos esa luminosidad natural que no precisa de contouring ni de iluminadores. Ho...;Mayka J. de Aranoa 14/09/2025 15:55 Siempre me ha pasado lo mismo, llega septiembre, se acaban los días de playa y con ellos esa luminosidad natural que no precisa de contouring ni de iluminadores. Hoy te cuento la historia de la polvera más famosa del mercado, la que siempre usaba mi madre, la que uso desde los 16 años y la que ahora siguen usando las más jóvenes. En 1984, Guerlain lanza por primera vez los polvos de sol Terracotta, convirtiéndose en pionera. Hasta ese momento, la mayoría de po...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/comprar/moda-belleza/20250914/11052482/producto-mi-rostro-echa-verano-siempre-luce-bronceado-natural-funciona.html;2025-09-14T12:33:20.158187;1
1529;La Fiscalía pide tribunales especiales para luchar contra la corrupción política;Carlota Guindal Madrid 14/09/2025 06:00 ¿Tienen los políticos un interés real por perseguir la corrupción? El hecho de que nunca se haya querido impulsar la creación, a través de alguna propuesta legi...;Carlota Guindal Madrid 14/09/2025 06:00 ¿Tienen los políticos un interés real por perseguir la corrupción? El hecho de que nunca se haya querido impulsar la creación, a través de alguna propuesta legislativa, de juzgados especializados para garantizar la eficacia en la persecución, enjuiciamiento y condena a los corruptos pone en duda que así sea. Es lo que se desprende, al menos, de los datos ofrecidos por la memoria anual de la Fiscalía presentada la semana pasada. En el apartado relativo a la...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/politica/20250914/11057151/fiscalia-pide-tribunales-especiales-luchar-corrupcion-politica.html;2025-09-14T12:33:20.152809;1
1528;De la selva en Bolivia al olvido en España: el segundo rescate de Nada;Mayka Navarro Madrid 14/09/2025 06:00 Actualizado a 14/09/2025 07:15 Envuelve a Nada Itrab, de 19 años, un halo que no es de misterio, sino de la desconfianza que a modo de velo se ha levantado a su a...;Mayka Navarro Madrid 14/09/2025 06:00 Actualizado a 14/09/2025 07:15 Envuelve a Nada Itrab, de 19 años, un halo que no es de misterio, sino de la desconfianza que a modo de velo se ha levantado a su alrededor y le ha permitido sobrevivir. Cuenta la periodista Neus Sala que sobre la joven se han abatido todos los peores delitos del Código Penal. Y es verdad. Su historia conmocionó al mundo cuando, en marzo del 2014, una pareja de guardias civiles la rescató del corazón de la selva boliviana donde...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/vida/20250914/11056759/selva-bolivia-olvido-espana-segundo-rescate.html;2025-09-14T12:33:20.147383;1
1527;Mecanografía;"14/09/2025 00:30 En el teclado de mi ordenador hay cinco teclas desgastadas e ilegibles; la A, la S, la D, la E y la C. Todas en el lado izquierdo. En medio del plástico negro, la corrosión abre una m...";"14/09/2025 00:30 En el teclado de mi ordenador hay cinco teclas desgastadas e ilegibles; la A, la S, la D, la E y la C. Todas en el lado izquierdo. En medio del plástico negro, la corrosión abre una mancha blanca con el centro totalmente transparente, que muestra la estructura interna de la tecla. La A, la S y la E son las más perjudicadas, la D y la C las siguen. Al tacto también se nota el desastre. Las capas de desgaste de las teclas mencionadas las hacen ligeramente rugosas, y mientras no la...";La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/opinion/20250914/11056858/mecanografia.html;2025-09-14T12:33:20.141925;0
1526;Así es la autocaravana integral que marca un antes y un después en el caravaning premium;Así es la autocaravana integral que marca un antes y un después en el caravaning premiumNovedadLa nueva Knaus L!VE I se presenta como la apuesta por el lujo accesible sobre ruedas, con un diseño elega...;Así es la autocaravana integral que marca un antes y un después en el caravaning premiumNovedadLa nueva Knaus L!VE I se presenta como la apuesta por el lujo accesible sobre ruedas, con un diseño elegante y funcional.Knaus L!VE I 650 LEGEugeni Gallego 14/09/2025 06:40 Knaus Tabbert ha preparado una temporada repleta de novedades, con una gama 2026 extensa y de lo más variada. Sin embargo, hay un modelo que se lleva todos los focos: la Knaus L!VE I. Esta autocaravana integral representa una evoluc...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/motor/vehiculos/caravaning/20250914/11022899/asi-autocaravana-integral-marca-antes-despues-caravaning-premium.html;2025-09-14T12:33:20.136422;5
1525;Tiene en sus manos la empresa más poderosa del mundo, pero nadie sabe lo que piensa en realidad: Satya Nadella, el CEO de Microsoft que heredó el espíritu de Bill Gates;Álvaro Arbonés Zaragoza 14/09/2025 06:00 Actualizado a 14/09/2025 11:17 Microsoft es un nombre propio con un gran eco entre los usuarios. Windows, Office, Internet Explorer… son productos tan conocido...;Álvaro Arbonés Zaragoza 14/09/2025 06:00 Actualizado a 14/09/2025 11:17 Microsoft es un nombre propio con un gran eco entre los usuarios. Windows, Office, Internet Explorer… son productos tan conocidos que casi nadie se escapa de ellos. Todo el mundo ha usado alguna vez algo de Microsoft, y en muchos casos resulta imposible prescindir de sus herramientas. No existe una verdadera alternativa, al menos para el usuario común, a buena parte de su catálogo. Y esa posición de dominio se reflejó tambié...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/neo/sociedad-neo/20250914/11052992/mark-zuckerberg-meta-elon-musk-tesla-sundar-pichai-google-satya-nadella-ceo-microsoft-heredo-espiritu-bill-gates.html;2025-09-14T12:33:20.130647;1
1524;Barcelona acoge la primera boutique en España de la exclusiva marca de perfumes Penhaligon's;"Salomé García 14/09/2025 05:50 El Eixample tiene nuevos vecinos. Entre ellos, la sensual Duchess Rose, la mujer más deseada de Londres, y su esposo, el enigmático Duke; la impetuosa Constance y, por s...";"Salomé García 14/09/2025 05:50 El Eixample tiene nuevos vecinos. Entre ellos, la sensual Duchess Rose, la mujer más deseada de Londres, y su esposo, el enigmático Duke; la impetuosa Constance y, por supuesto, el matrimonio formado por Lady Blanche y Lord George, patriarca de esta noble familia y epítome de esa elegancia tan legendariamente británica. Son algunos de los personajes de la saga imaginaria que da cuerpo a Portraits, una de las colecciones de fragancias más audaz y codiciada de las do...";La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/magazine/20250914/11046290/barcelona-acoge-primera-boutique-espana-exclusiva-marca-perfumes-penhaligon-s-brl.html;2025-09-14T12:33:20.124704;1
1523;Dejó una multinacional embarazada de mellizos para sumarse al sueño de su padre, la historia de la empresa de reformas Cavecsi;Carlota Bisbe 10/09/2025 17:00 La historia de Cavecsi, una empresa familiar de reformas integrales en Barcelona, es un testimonio de dedicación, calidad y cercanía. Fundada por Rafael Santos Alvarez, ...;Carlota Bisbe 10/09/2025 17:00 La historia de Cavecsi, una empresa familiar de reformas integrales en Barcelona, es un testimonio de dedicación, calidad y cercanía. Fundada por Rafael Santos Alvarez, extremeño que llegó a Barcelona muy joven, y continuada por su hija tras su fallecimiento, esta compañía se ha especializado en una amplia gama de proyectos, desde la reforma de cocinas, baños y reformas integrales, hasta la rehabilitación de fachadas, patios comunitarios, vestíbulos y trabajos de a...;La Vanguardia;Internacional;Extranjero;https://www.lavanguardia.com/empresas-de-vanguardia/historias-de-exito/20250910/10762702/dejo-multinacional-embarazada-mellizos-sumarse-sueno-padre-historia-empresa-reformas-cavecsi.html;2025-09-14T12:33:20.117953;1
1522;Vuelve la normalidad al aeropuerto de Barajas tras horas de caos con largas colas para pasar los controles a causa de una huelga de personal de seguridad;"Actualidad EconómicaVuelve la normalidad al aeropuerto de Barajas tras horas de caos con largas colas para pasar los controles a causa de una huelga de personal de seguridadAena ha avisado de que ""los...";"Actualidad EconómicaVuelve la normalidad al aeropuerto de Barajas tras horas de caos con largas colas para pasar los controles a causa de una huelga de personal de seguridadAena ha avisado de que ""los tiempos de paso por el control de seguridad podrían verse incrementados""FacebookX - TwitterWhatsAppTelegramLinkedInCopiar enlaceEnviar por email39 comentariosImagen compartida en redes.XEl Mundo / AgenciasActualizado Domingo, 14 septiembre 2025 - 15:27Los controles de seguridad del aeropuerto Adolf...";Elmundo;Internacional;Extranjero;https://www.elmundo.es/economia/2025/09/14/68c69196e9cf4a23038b4589.html;2025-09-14T12:32:19.019923;2
1521;La tendencia de belleza que arrasa a partir de los 45: perfecta para lucir un look juvenil y alisar la piel;BellezaLa tendencia de belleza que arrasa a partir de los 45: perfecta para lucir un look juvenil y alisar la pielLa tendencia de belleza que triunfa en TikTok se ha convertido en el secreto favorito ...;BellezaLa tendencia de belleza que arrasa a partir de los 45: perfecta para lucir un look juvenil y alisar la pielLa tendencia de belleza que triunfa en TikTok se ha convertido en el secreto favorito de las mujeres a partir de los 45 años. Se trata de una técnica de maquillaje que consigue alisar la piel y aportar al rostro un efecto juvenil al momento. TRESB @tresbcom Actualizado Domingo, 14 septiembre 2025 - 11:14Compartir en FacebookCompartir en TwitterEnviar por emailLa actriz Naomi Watts.GT...;Elmundo;Internacional;Extranjero;https://www.elmundo.es/yodona/belleza/2025/09/14/68b9b6b9e4d4d8bb3a8b45a3.html;2025-09-14T12:32:19.011625;5
1520;León XIV visita por sorpresa la tumba de Francisco en Santa María la Mayor;Nuevo PapaLeón XIV visita por sorpresa la tumba de Francisco en Santa María la MayorEl Pontífice también se desplaza al santuario de la Madre del BuenConsejo, donde rezó ante la imagen de la virgen mi...;Nuevo PapaLeón XIV visita por sorpresa la tumba de Francisco en Santa María la MayorEl Pontífice también se desplaza al santuario de la Madre del BuenConsejo, donde rezó ante la imagen de la virgen mientras los vecinos de apiñaban a las puertas de la basílicaFacebookX - TwitterWhatsAppTelegramLinkedInCopiar enlaceEnviar por email5 comentariosLas infundadas campañas de desprestigio contra Prevost Las denuncias contra el Papa por encubrir abusos no causan el daño esperadoAFPCarlos FresnedaEnviado ...;Elmundo;Internacional;Extranjero;https://www.elmundo.es/internacional/2025/05/10/681f786ffdddff321e8b456d.html;2025-09-14T12:32:18.991088;4
1519;Muere Ricky Hatton, ex campeón mundial de boxeo, a los 46 años;"DEPORTESMuere Ricky Hatton, ex campeón mundial de boxeo, a los 46 añosSu cuerpo ha sido hallado en su domicilio de Manchester y la policía descarta la existencia de ""circunstancias sospechosas"" en tor...";"DEPORTESMuere Ricky Hatton, ex campeón mundial de boxeo, a los 46 añosSu cuerpo ha sido hallado en su domicilio de Manchester y la policía descarta la existencia de ""circunstancias sospechosas"" en torno al fallecimientoFacebookX - TwitterWhatsAppTelegramLinkedInCopiar enlaceEnviar por emailComentarEl boxeador Ricky Hatton en una imagen de archivoAFPEFE LondresLondresActualizado Domingo, 14 septiembre 2025 - 15:46Ricky Hatton, excampeón del mundo de boxeo, ha fallecido a los 46 años, según confir...";Elmundo;Internacional;Extranjero;https://www.elmundo.es/deportes/2025/09/14/68c6c59dfc6c83ba3e8b45a1.html;2025-09-14T12:32:18.941813;2
1518;Santi Acosta enamorado de María Ruiz, la nueva estrella de Mediaset: sus paseos románticos por Torrelodones;Parejas Sorpresa Santi Acosta enamorado de María Ruiz, la nueva estrella de Mediaset: sus paseos románticos por TorrelodonesDesde que se conocieron en Telemadrid María Ruiz y Santi Acosta casi no se h...;"Parejas Sorpresa Santi Acosta enamorado de María Ruiz, la nueva estrella de Mediaset: sus paseos románticos por TorrelodonesDesde que se conocieron en Telemadrid María Ruiz y Santi Acosta casi no se han separado, estrechando su relación cada vez más, aunque en la más absoluta discreción. FacebookX - TwitterWhatsAppTelegramLinkedInCopiar enlaceEnviar por email2 comentariosLa presentadora María RuizGTRESMaría PascualActualizado Domingo, 14 septiembre 2025 - 13:56Entrevista Santi Acosta: ""Entrevist...";Elmundo;Internacional;Extranjero;https://www.elmundo.es/loc/famosos/2025/09/14/68c433bee4d4d8c5308b457f.html;2025-09-14T12:32:18.919300;4
1517;"Identidades sexuales, sexo, drogas o violencia en un centro de menores: ""Somos lo que hemos aprendido""";"Mar afueraIdentidades sexuales, sexo, drogas o violencia en un centro de menores: ""Somos lo que hemos aprendido""Mar afuera, la nueva serie de Atresmedia que llega a atresplayer el 14 de septiembre, mu...";"Mar afueraIdentidades sexuales, sexo, drogas o violencia en un centro de menores: ""Somos lo que hemos aprendido""Mar afuera, la nueva serie de Atresmedia que llega a atresplayer el 14 de septiembre, muestra una historia de redención en un centro de internamiento de menores infractores con Laura Simón y Gabriel Guevara al frenteFacebookX - TwitterWhatsAppTelegramLinkedInCopiar enlaceEnviar por emailComentarLaura Simón y Gabriel Guevara, protagonistas de 'Mar afuera', disponible el 14 de septiembre...";Elmundo;Internacional;Extranjero;https://www.elmundo.es/television/series/2025/09/13/68c1938efdddffb0408b458e.html;2025-09-14T12:32:18.910618;4
